DateTime,Date,demand
2018-01-09 21:00:00,20180109T21Z,6561.1407027759515
2018-01-09 22:00:00,20180109T22Z,6490.435377617968
2018-01-09 23:00:00,20180109T23Z,6550.865790991909
2018-01-10 00:00:00,20180110T00Z,6828.288409161042
2018-01-10 01:00:00,20180110T01Z,7255.655078958313
2018-01-10 02:00:00,20180110T02Z,7300.760200179786
2018-01-10 03:00:00,20180110T03Z,7235.453557484604
2018-01-10 04:00:00,20180110T04Z,6995.821716555082
2018-01-10 05:00:00,20180110T05Z,6597.88657373244
2018-01-10 06:00:00,20180110T06Z,6207.0916238444715
2018-01-10 07:00:00,20180110T07Z,5968.852991292448
2018-01-10 08:00:00,20180110T08Z,5855.480659573612
2018-01-10 09:00:00,20180110T09Z,5828.487247259603
2018-01-10 10:00:00,20180110T10Z,5847.64386245019
2018-01-10 11:00:00,20180110T11Z,6019.879248118283
2018-01-10 12:00:00,20180110T12Z,6455.9534702749115
2018-01-10 13:00:00,20180110T13Z,7143.850106664162
2018-01-10 14:00:00,20180110T14Z,7370.594770101834
2018-01-10 15:00:00,20180110T15Z,7249.2114902123885
2018-01-10 16:00:00,20180110T16Z,7192.960701970938
2018-01-10 17:00:00,20180110T17Z,7099.615740678625
2018-01-10 18:00:00,20180110T18Z,6985.546804771041
2018-01-10 19:00:00,20180110T19Z,6854.411066239115
2018-01-10 20:00:00,20180110T20Z,6728.674010169992
2018-01-10 21:00:00,20180110T21Z,6603.807709336804
2018-01-10 22:00:00,20180110T22Z,6483.121033636107
2018-01-10 23:00:00,20180110T23Z,6440.2798760280675
2018-01-11 00:00:00,20180111T00Z,6635.677350972052
2018-01-11 01:00:00,20180111T01Z,7030.129472850952
2018-01-11 02:00:00,20180111T02Z,6984.850200582292
2018-01-11 03:00:00,20180111T03Z,6875.657493995947
2018-01-11 04:00:00,20180111T04Z,6633.935840500181
2018-01-11 05:00:00,20180111T05Z,6213.1869104960215
2018-01-11 06:00:00,20180111T06Z,5799.229871332162
2018-01-11 07:00:00,20180111T07Z,5494.8138408490195
2018-01-11 08:00:00,20180111T08Z,5322.5784551809265
2018-01-11 09:00:00,20180111T09Z,5237.244442059222
2018-01-11 10:00:00,20180111T10Z,5220.87424362363
2018-01-11 11:00:00,20180111T11Z,5350.790924825245
2018-01-11 12:00:00,20180111T12Z,5764.747963989105
2018-01-11 13:00:00,20180111T13Z,6423.03892235654
2018-01-11 14:00:00,20180111T14Z,6677.125300202594
2018-01-11 15:00:00,20180111T15Z,6601.717896770558
2018-01-11 16:00:00,20180111T16Z,6566.191083144378
2018-01-11 17:00:00,20180111T17Z,6594.055250694323
2018-01-11 18:00:00,20180111T18Z,6626.099043376759
2018-01-11 19:00:00,20180111T19Z,6655.530570351388
2018-01-11 20:00:00,20180111T20Z,6764.549125890545
2018-01-11 21:00:00,20180111T21Z,6871.6520199106435
2018-01-11 22:00:00,20180111T22Z,7004.355117867253
2018-01-11 23:00:00,20180111T23Z,7241.3746930889665
2018-01-12 00:00:00,20180112T00Z,7553.975822789905
2018-01-12 01:00:00,20180112T01Z,8028.8857284692685
2018-01-12 02:00:00,20180112T02Z,8184.925066748957
2018-01-12 03:00:00,20180112T03Z,8274.787007097528
2018-01-12 04:00:00,20180112T04Z,8194.155072249876
2018-01-12 05:00:00,20180112T05Z,7913.423584184186
2018-01-12 06:00:00,20180112T06Z,7650.455502931587
2018-01-12 07:00:00,20180112T07Z,7535.5158117880665
2018-01-12 08:00:00,20180112T08Z,7540.740343203681
2018-01-12 09:00:00,20180112T09Z,7626.596809466947
2018-01-12 10:00:00,20180112T10Z,7781.7653925107
2018-01-12 11:00:00,20180112T11Z,8084.962365663531
2018-01-12 12:00:00,20180112T12Z,8662.795540230502
2018-01-12 13:00:00,20180112T13Z,9486.704144472918
2018-01-12 14:00:00,20180112T14Z,9788.333758201064
2018-01-12 15:00:00,20180112T15Z,9561.414943716205
2018-01-12 16:00:00,20180112T16Z,9254.909100666819
2018-01-12 17:00:00,20180112T17Z,8900.511719640965
2018-01-12 18:00:00,20180112T18Z,8504.666389384567
2018-01-12 19:00:00,20180112T19Z,8075.384058068238
2018-01-12 20:00:00,20180112T20Z,7717.155354004266
2018-01-12 21:00:00,20180112T21Z,7378.954020366817
2018-01-12 22:00:00,20180112T22Z,7175.197295157849
2018-01-12 23:00:00,20180112T23Z,7177.287107724095
2018-01-13 00:00:00,20180113T00Z,7472.298981659131
2018-01-13 01:00:00,20180113T01Z,7989.3534407577845
2018-01-13 02:00:00,20180113T02Z,8120.489179289711
2018-01-13 03:00:00,20180113T03Z,8178.133175908658
2018-01-13 04:00:00,20180113T04Z,8134.943716206244
2018-01-13 05:00:00,20180113T05Z,7985.173815625293
2018-01-13 06:00:00,20180113T06Z,7791.866153247554
2018-01-13 07:00:00,20180113T07Z,7669.437967074987
2018-01-13 08:00:00,20180113T08Z,7632.866247165684
2018-01-13 09:00:00,20180113T09Z,7678.319670481531
2018-01-13 10:00:00,20180113T10Z,7760.693115801054
2018-01-13 11:00:00,20180113T11Z,7939.197939167885
2018-01-13 12:00:00,20180113T12Z,8213.48583848765
2018-01-13 13:00:00,20180113T13Z,8582.511907477225
